sample.id	x_Cl.adj	x_NO3.adj	x_SO4.adj	x_Na.adj	x_K.adj	x_Ca.adj	x_Mg.adj	fe_Ca	fe_Mg	fe_Na	fe_K	w_Cl.f	w_NO3.f	w_SO4.f	w_Na.f	w_K.f	w_Ca.f	w_Mg.f	w_tot.f	w_tot.adj.w_CaSO4	w_CaSO4	w_tot.adj	w_Na.K.adj	w_Ca.adj	w_CO3.h
IRPA-001351	0.055326907	0.581282227	0	0.066656292	0.023516307	0.273218268	0	0.535340333	0	0	0	0.000323559	0.005945399	0	0.000252781	0.000151668	0.001806275	0	0.008479682	0.004381794	0.001461623	0.002920171	0	0.002920171	0
IRPA-001352	0.127429554	0.209201507	0.108912626	0.381236538	0.173219775	0	0	0.043899523	0	0	0	0.000175814	0.000504806	0.000407167	0.000341085	0.000263566	0	0	0.001692438	0.008119965	0.007992085	0.00012788	0	0.00012788	0
IRPA-001353	0.073486638	0	0.284342242	0.642171121	0	0	0	0.242592194	0	0	0	3.21E-05	0	0.000336759	0.000182013	0	0	0	0.000550891	0.004127909	0.003725793	0.000402116	2.71E-20	0.000402116	0
IRPA-001354	0.051235503	0.075822494	0.248628002	0.334633416	0.289680585	0	0	0.163388841	0	0	0	0.000206061	0.000533333	0.002709476	0.000872727	0.001284848	0	0	0.005606446	0.001666281	0.001313586	0.000352696	8.67E-19	0.000352696	0
IRPA-001355	0.138685754	0.044053727	0.22399437	0.388131505	0.167672574	0	0.037462071	0.036436804	0	0	0	0.000322581	0.000179211	0.001411741	0.000585424	0.000430108	0	5.97E-05	0.002988802	0.025075715	0.024768633	0.000307082	0	0.000307082	0
IRPA-001356	0.135658907	0.035799711	0.219027588	0.354031878	0.255481917	0	0	0.061327627	0	0	0	0.000207337	9.57E-05	0.000907063	0.000350877	0.000430622	0	0	0.001991593	0.014228503	0.013926252	0.000302251	0	0.000302251	0
IRPA-001357	0.149461975	0.061041611	0.192997609	0.460972949	0.135525856	0	0	0.337110562	0	0	0	0.000228758	0.000163399	0.000800404	0.000457516	0.000228758	0	0	0.001878835	0.003644041	0.002941278	0.000702763	0	0.000702763	0
IRPA-001358	0.22960692	0	0.180262054	0.590131027	0	0	0	0.471422774	0	0	0	0.000110429	0	0.000234918	0.000184049	0	0	0	0.000529396	0.002489009	0.001858085	0.000630924	2.71E-20	0.000630924	0
IRPA-001359	0.166716553	0.362231006	0	0.222201254	0.19095607	0.057895117	0	0	0	0	0	0.000176507	0.000670726	0	0.000152551	0.000222959	6.93E-05	0	0.001292035	0.088167425	0.08821806	-5.06E-05	Pathway I	Pathway I	Pathway I
IRPA-001360	0.150328139	0.360186111	0	0.325654983	0.142802269	0.021028499	0	0.035018104	0	0	0	0.000502392	0.002105263	0	0.000705742	0.000526316	7.94E-05	0	0.003919158	0.020183713	0.019935747	0.000247966	0	0.000247966	0
IRPA-001361	0.175767406	0.345716486	0	0.314420649	0.121127674	0.042967785	0	0.282783001	0	0	0	0.000293083	0.001008206	0	0.000339977	0.000222743	8.10E-05	0	0.001945003	0.003271878	0.002757976	0.000513902	0	0.000513902	0
IRPA-001362	0.131995694	0.387556429	0	0.2860725	0.155271132	0.039104246	0	0.118094413	0	0	0	0.000617696	0.003171953	0	0.000868114	0.000801336	0.000206869	0	0.005665968	0.008324016	0.007831278	0.000492738	2.17E-19	0.000492738	0
IRPA-001363	0.193392238	0.298965752	0.032955737	0.287186057	0.103917024	0	0.083583192	0.494945288	0	0	0	0.000289079	0.000781585	0.000133481	0.000278373	0.000171306	0	8.57E-05	0.001739477	0.00301427	0.001980635	0.001033636	5.42E-20	0.001033636	0
IRPA-001364	0.113821632	0.354686465	0.020994601	0.324721665	0.185775636	0	0	0.111881093	0	0	0	0.000261438	0.001424837	0.000130666	0.00048366	0.000470588	0	0	0.002771189	0.006366066	0.006057915	0.000308151	0	0.000308151	0
IRPA-001365	0.171529822	0.341134067	0	0.33352203	0.128486306	0.025327776	0	0.428863542	0	0	0	0.000307076	0.001068091	0	0.000387183	0.000253672	5.13E-05	0	0.002067279	0.001590932	0.000983905	0.000607027	0	0.000607027	0
IRPA-001366	0.117885103	0.107845546	0.250380005	0.321288034	0	0	0.202601313	0	0	0	0	7.08E-05	0.000113239	0.000407311	0.000125082	0	0	8.34E-05	0.000799794	0.043407779	0.043575327	-0.000167547	Pathway I	Pathway I	Pathway I
IRPA-001367	0.107936103	0.100286715	0.194518121	0.285496893	0.311762168	0	0	0	0	0	0	8.56E-05	0.000139108	0.000418026	0.000146831	0.000272687	0	0	0.001062258	0.128079692	0.128612774	-0.000533083	Pathway I	Pathway I	Pathway I
IRPA-001368	0.120861992	0	0.252758672	0	0.626379336	0	0	0.174480348	0	0.28896256	0.383221782	3.58E-05	0	0.000202622	0	0.000204369	0	0	0.000442748	0.000856417	0	0.000856417	0.000737228	0.00011919	0.001079515
IRPA-001369	0	0	0.333333333	0.262106246	0.404560421	0	0	0.424299093	0	0	0	0	0	0.001819369	0.000342368	0.000898716	0	0	0.003060453	0.000620004	4.98E-05	0.000570225	0	0.000570225	0
IRPA-001370	0.153510313	0	0.230993125	0.615496562	0	0	0	0.169368805	0	0	0	6.66E-05	0	0.000271458	0.000173103	0	0	0	0.000511139	0.003403642	0.00318188	0.000221761	0	0.000221761	0
IRPA-001371	0.084803261	0.184057162	0.154093051	0.421685131	0.155361394	0	0	0.147128009	0	0	0	0.000512017	0.001943574	0.00252096	0.001650993	0.001034483	0	0	0.007662026	0.002327525	0.001891735	0.000435789	0	0.000435789	0
IRPA-001372	0.128098889	0.317066949	0.036556108	0.415878512	0.102399542	0	0	0.179277235	0	0	0	0.00087256	0.003777268	0.000674717	0.001836969	0.000769231	0	0	0.007930744	0.002344801	0.001793584	0.000551217	0	0.000551217	0
IRPA-001373	0.158667553	0.44366665	0	0.124017141	0.068980248	0.204668407	0	0.084407104	0	0	0	0.001031073	0.005042373	0	0.000522599	0.00049435	0.001503519	0	0.008593915	0.002239419	0.001981679	0.000257739	2.17E-19	0.000257739	0
IRPA-001374	0.164810593	0.426825375	0	0.119602681	0.105489416	0.070141391	0.113130545	0.242442214	0	0	0	0.000216837	0.000982143	0	0.000102041	0.000153061	0.000104323	0.000102041	0.001660445	0.002395677	0.002060726	0.000334951	0	0.000334951	0
IRPA-001375	0.252260522	0.247261102	0.000318918	0.500159459	0	0	0	0.694548037	0	0	0	8.10E-05	0.000138889	2.78E-07	0.000104167	0	0	0	0.000324352	0.001492778	0.000770538	0.00072224	1.36E-20	0.00072224	0
IRPA-001376	0.197095981	0.415454266	0	0.122924178	0.039425081	0.225100494	0	0	0	0	0	0.003284591	0.012108867	0	0.001328392	0.000724577	0.004240692	0	0.021687119	0.181062272	0.181681079	-0.000618807	Pathway I	Pathway I	Pathway I
IRPA-001377	0.179953106	0.404906899	0	0.179680846	0.065739139	0.139505315	0.030214695	0.024429037	0	0	0	0.002612782	0.010281955	0	0.001691729	0.001052632	0.002289767	0.000300752	0.018229617	0.022823015	0.022536693	0.000286322	4.34E-19	0.000286322	0
IRPA-001378	0.186000374	0.406632003	0	0.175474075	0.046628795	0.185264753	0	0.034521144	0	0	0	0.003231939	0.012357414	0	0.001977186	0.000893536	0.003639141	0	0.022099217	0.041265802	0.040630022	0.00063578	0	0.00063578	0
IRPA-001379	0.140169402	0.080145017	0.186457054	0.240173694	0.353054833	0	0	0.369116785	0	0	0	0.000151261	0.000151261	0.000545208	0.000168067	0.000420168	0	0	0.001435965	0.003522019	0.002823924	0.000698094	0	0.000698094	0
IRPA-001380	0.335952311	0.234774602	0	0.287819262	0	0.141453826	0	0.141619187	0	0	0	0.000302013	0.000369128	0	0.000167785	0	0.000143754	0	0.00098268	0.009722018	0.009226074	0.000495944	0	0.000495944	0
IRPA-001381	0.323111194	0.277119168	0	0.199308914	0	0.200460724	0	0.327881216	0	0	0	0.000262467	0.000393701	0	0.000104987	0	0.000184081	0	0.000945236	0.002729305	0.00226901	0.000460295	1.36E-20	0.000460295	0
IRPA-001382	0.135802294	0.29333698	0.047240484	0.363962327	0.159657916	0	0	0	0	0	0	0.001241406	0.004689756	0.001170125	0.002157488	0.001609555	0	0	0.01086833	0.533186653	0.533957455	-0.000770802	Pathway I	Pathway I	Pathway I
IRPA-001383	0.146004608	0.265622724	0.058915112	0.333411733	0.196045823	0	0	0	0	0	0	0.000422568	0.001344533	0.000462027	0.000625743	0.000625743	0	0	0.003480614	0.167664424	0.168115776	-0.000451352	Pathway I	Pathway I	Pathway I
IRPA-001384	0.129436488	0.296032924	0.049687059	0.352244143	0.172599387	0	0	0.022357366	0	0	0	0.000210657	0.000842627	0.000219116	0.000371747	0.000309789	0	0	0.001953936	0.059632186	0.059222449	0.000409736	0	0.000409736	0
IRPA-001385	0.26798585	0.359750239	0	0.116791735	0	0.255472177	0	0.159186884	0	0	0	0.00057072	0.00133995	0	0.00016129	0	0.000615051	0	0.002687011	0.012821673	0.012009284	0.000812389	0	0.000812389	0
IRPA-001386	0.328179305	0.289284375	0	0.147608959	0	0.234927361	0	0.384465336	0	0	0	0.000286396	0.000441527	0	8.35E-05	0	0.000231764	0	0.00104322	0.00673721	0.005530128	0.001207081	1.36E-20	0.001207081	0
IRPA-001387	0.169165344	0.145086151	0.123832337	0.293480091	0.268436078	0	0	0.315056732	0	0	0	0.000124611	0.000186916	0.000247166	0.000140187	0.000218069	0	0	0.000916948	0.003444423	0.002938858	0.000505564	0	0.000505564	0
IRPA-001388	0.124377184	0.537316811	0	0.014918013	0	0.323387991	0	0.06611307	0	0	0	0.001113861	0.008415842	0	8.66E-05	0	0.003273942	0	0.012890279	0.008706256	0.008296239	0.000410017	0	0.000410017	0
IRPA-001389	0.126479016	0.198872382	0.116432401	0.195044274	0.363171926	0	0	0.661575005	0	0	0	0.000149626	0.000411471	0.000373227	0.000149626	0.000473815	0	0	0.001557766	0.000898593	0.000107212	0.000791381	0	0.000791381	0
IRPA-001390	0.103935423	0.225824205	0.113493581	0.19233555	0.364411241	0	0	0.109982064	0	0	0	0.000154004	0.000585216	0.000455671	0.000184805	0.000595483	0	0	0.001975178	0.011844124	0.011372786	0.000471338	0	0.000471338	0
IRPA-001391	0.106257777	0.451324942	0	0.194099663	0.133152181	0.115165438	0	0	0	0	0	0.001264934	0.009396654	0	0.001498364	0.001748091	0.001549837	0	0.01545788	0.294452353	0.295277708	-0.000825355	Pathway I	Pathway I	Pathway I
IRPA-001392	0.1515707	0.405744932	0	0.189722691	0.138330413	0.080175692	0.034455572	0.032274393	0	0	0	0.003544304	0.016593786	0	0.00287687	0.003567319	0.002119411	0.000552359	0.029254048	0.033841464	0.033269161	0.000572303	8.67E-19	0.000572303	0
IRPA-001393	0.150052131	0.399279943	0	0.191347154	0.160656624	0.0683584	0.030305748	0.026540913	0	0	0	0.003229814	0.015031056	0	0.002670807	0.003813665	0.001663351	0.000447205	0.026855898	0.012249692	0.011971388	0.000278305	0	0.000278305	0
IRPA-001394	0.00189742	0.014103608	0.485098215	0.003888111	0.007715945	0	0.487296701	0	0	0	0	0.000417377	0.005425902	0.28913858	0.000554612	0.001871814	0	0.073486032	0.370894317	0.018689016	0.019075241	-0.000386225	Pathway I	Pathway I	Pathway I
IRPA-001395	0	0.463104024	0.033453256	0.002718169	0.474156734	0	0.026567816	0	0	0	0	0	0.323944166	0.036254728	0.00070498	0.209143992	0	0.007284791	0.577332657	0.024549696	0.024745895	-0.000196199	Pathway I	Pathway I	Pathway I
IRPA-001396	0.000653547	0.474574179	0.020698749	0.002754104	0.48876772	0	0.0125517	0	0	0	0	0.000263992	0.335269727	0.022655257	0.000721405	0.21773318	0	0.003475861	0.580119421	0.015143737	0.015594471	-0.000450735	Pathway I	Pathway I	Pathway I
IRPA-001397	0.191590852	0.393964003	0	0.126138738	0.117196696	0.15482781	0.0162819	0.043026852	0	0	0	0.005536056	0.019909437	0	0.002363521	0.003734648	0.005057448	0.000322535	0.036923645	0.130877763	0.128743732	0.002134032	8.67E-19	0.002134032	0
IRPA-001398	0.189532469	0.392928606	0	0.140859922	0.111756852	0.148580553	0.016341598	0.048166482	0	0	0	0.004586655	0.016630405	0	0.002210473	0.002982601	0.004064725	0.000271115	0.030745975	0.059530714	0.05825965	0.001271064	0	0.001271064	0
IRPA-001399	0.247363816	0.345731403	0	0.123182872	0.097531471	0.17118329	0.015007148	0	0	0	0	0.007623669	0.018635601	0	0.002461861	0.003314982	0.005964114	0.000317083	0.03831731	0.029103693	0.029311519	-0.000207826	Pathway I	Pathway I	Pathway I
IRPA-001400	0.28428021	0.275555009	0	0.194542448	0.125951893	0.105114061	0.014556378	0.063981483	0	0	0	0.017092211	0.028975879	0	0.007584925	0.008351508	0.007144456	0.0006	0.069748979	0.003260569	0.001921411	0.001339158	0	0.001339158	0
IRPA-001401	0.291583465	0.278277946	0	0.165848937	0.12456683	0.11374635	0.025976472	0.040189449	0	0	0	0.016403077	0.027379021	0	0.00605007	0.007728112	0.007233636	0.001001818	0.065795733	0.003152518	0.002364645	0.000787874	0	0.000787874	0
IRPA-001402	0.265690845	0.305908508	0	0.166250445	0.118951495	0.116619231	0.026579475	0.064403857	0	0	0	0.014854276	0.029911842	0	0.006027303	0.007334211	0.007370582	0.00101875	0.066516964	0.008011654	0.006633806	0.001377848	0	0.001377848	0
IRPA-001403	0.252371613	0.289945026	0	0.258790258	0.114259824	0.067455301	0.017177977	0.028959336	0	0	0	0.000433806	0.00087166	0	0.000288462	0.000216599	0.000131077	2.02E-05	0.001961847	0.146595238	0.145303843	0.001291395	1.08E-19	0.001291395	0
IRPA-001404	0.256684097	0.213101515	0.038892182	0.287762145	0.147312293	0	0.056247768	0.127144189	0	0	0	0.000781122	0.001134184	0.000320696	0.000567857	0.000494388	0	0.000117347	0.003415594	0.026517824	0.025295907	0.001221917	0	0.001221917	0
IRPA-001405	0.055060006	0.285434986	0.12798546	0.106889095	0.359684091	0	0.064946363	0.077250014	0	0	0	0.000155034	0.001405638	0.000976476	0.000195168	0.001116913	0	0.000125369	0.003974597	0.028614128	0.027848334	0.000765794	2.17E-19	0.000765794	0
IRPA-001406	0.002174408	0.503229422	0	0.003960439	0.47982807	0.008310244	0.002497417	0.071519111	0	0	0	0.0015875	0.6425625	0	0.001875	0.3863375	0.006858721	0.00125	1.040471221	0.057516279	0.04053195	0.016984329	0	0.016984329	0
IRPA-001407	0.159461868	0.26685635	0.056810115	0.245775569	0.248029315	0	0.023066782	0.181082722	0	0	0	0.000585714	0.001714286	0.000565413	0.0005854	0.00100471	0	5.81E-05	0.004513608	0.017187491	0.015904314	0.001283177	0	0.001283177	0
IRPA-001408	0.066377898	0.100718048	0.22975062	0.190596319	0.389113362	0	0.023443753	0.081835346	0	0	0	7.54E-05	0.0002	0.000706828	0.000140328	0.000487226	0	1.82E-05	0.001627996	0.01506288	0.014642837	0.000420043	0	0.000420043	0
IRPA-001409	0.150752221	0.305152402	0.040188793	0.332420549	0.139110411	0	0.032375624	0	0	0	0	0.000214541	0.000759522	0.000154976	0.000306775	0.000218331	0	3.16E-05	0.001685732	0.004635696	0.004659372	-2.37E-05	Pathway I	Pathway I	Pathway I
IRPA-001410	0.390008804	0.138367934	0	0.390257934	0.024611852	0.0445444	0.012209076	0.10085716	0	0	0	0.011493185	0.007131455	0	0.007457667	0.000799869	0.001483938	0.000246658	0.028612772	0.005677005	0.004539873	0.001137133	0	0.001137133	0
IRPA-001411	0.411769887	0.173303761	0	0.205039976	0.03973908	0.14552764	0.024619656	0.06751433	0	0	0	0.008621171	0.006345946	0	0.002783784	0.000917568	0.003444403	0.000353378	0.022466249	0.002279922	0.001741497	0.000538424	0	0.000538424	0
IRPA-001412	0.37851658	0.162054096	0	0.350343797	0.027944175	0.065860593	0.015280759	0.104849406	0	0	0	0.008402604	0.006291667	0	0.005043229	0.000684115	0.001652766	0.000232552	0.022306933	0.007420411	0.006405084	0.001015327	0	0.001015327	0
IRPA-001413	0.001268288	0.505205057	0	0.002153284	0.478426682	0.011985952	0.000960737	0	0	0	0	0.000798042	0.55597168	0	0.000878608	0.331995531	0.008525847	0.000414438	0.898584145	0.103849188	0.105238156	-0.001388968	Pathway I	Pathway I	Pathway I
IRPA-001414	0.196600502	0.357922269	0	0.081554101	0.254877586	0.046508977	0.062536565	0.21726957	0	0	0	0.001777017	0.005658122	0	0.000478011	0.002540663	0.000475226	0.000387514	0.011316552	0.006772067	0.005533504	0.001238562	4.34E-19	0.001238562	0
IRPA-001415	0.193992031	0.350521248	0	0.156054574	0.210405589	0.042381831	0.046644726	0.576758872	0	0	0	0.00027153	0.000858074	0	0.000141643	0.000324788	6.71E-05	4.48E-05	0.001707854	0.001494129	0.000647376	0.000846753	0	0.000846753	0
IRPA-001416	0.174222494	0.345114534	0.011344074	0.180514441	0.21609818	0	0.072706277	0.24473326	0	0	0	0.000380442	0.001318027	6.71E-05	0.000255612	0.000520408	0	0.000108844	0.002650455	0.00086264	0.000589614	0.000273026	0	0.000273026	0
IRPA-001417	0.099887461	0.396934716	0.01391345	0.261863292	0.192016379	0	0.035384702	0.645796206	0	0	0	0.000107527	0.000747312	4.06E-05	0.000182796	0.000227957	0	2.61E-05	0.001332289	0.003195054	0.00170038	0.001494674	0	0.001494674	0
IRPA-001418	0.153628306	0.255720487	0.073073372	0.171552242	0.30810789	0	0.037917703	0.340787975	0	0	0	0.000255436	0.000743624	0.000329217	0.000184966	0.000564966	0	4.32E-05	0.002121431	0.002558837	0.001986618	0.000572219	1.08E-19	0.000572219	0
IRPA-001419	0.237304341	0.27717371	0	0.222811731	0.233754118	0.015849473	0.013106628	0.546962641	0	0	0	0.000313286	0.000639976	0	0.000190747	0.000340332	2.37E-05	1.19E-05	0.001519858	0.001424863	0.000709273	0.00071559	0	0.00071559	0
IRPA-001420	0.067295259	0.497489907	0	0.049490379	0.256154124	0.101952839	0.027617492	0.039158512	0	0	0	0.001326858	0.017155405	0	0.00063277	0.005569932	0.002272459	0.000373311	0.027330736	0.021658622	0.021148374	0.000510248	8.67E-19	0.000510248	0
IRPA-001421	0.088613221	0.492322855	0	0.053818843	0.203372928	0.126991766	0.034880386	0.192328992	0	0	0	0.001234	0.011990667	0	0.000486	0.003123333	0.001999166	0.000333	0.019166166	0.0036655	0.002407825	0.001257676	4.33681E-19	0.001257676	0
IRPA-001422	0.099453479	0.476634231	0	0.048391135	0.223345736	0.129166775	0.023008644	0.164906919	0	0	0	0.001128889	0.009462222	0	0.00035619	0.002795873	0.001657444	0.000179048	0.015579666	0.003105414	0.002245026	0.000860387	0	0.000860387	0
IRPA-001423	0.047527624	0.456939638	0.002066015	0.025093987	0.453240166	0	0.015132569	0.047194078	0	0	0	0.00346412	0.058248173	0.00040803	0.001186047	0.03643206	0	0.000756146	0.100494574	0.013821871	0.012600297	0.001221574	0	0.001221574	0
IRPA-001424	0.108739874	0.440209982	0	0.099728886	0.253421548	0.043423906	0.054475805	0.101782245	0	0	0	0.003697059	0.02617605	0	0.002198739	0.009502101	0.001668988	0.001269748	0.044512685	0.009886895	0.008410909	0.001475985	0	0.001475985	0
IRPA-001425	0.132188433	0.427627668	0	0.120732708	0.199818988	0.083070074	0.036562129	0.094337182	0	0	0	0.002855206	0.016154237	0	0.001691041	0.004759806	0.002028361	0.000541404	0.028030056	0.012914254	0.011839291	0.001074963	0	0.001074963	0
IRPA-001426	0.013307288	0.48367824	0.008308963	0.022004161	0.453803402	0	0.018897946	0	0	0	0	0.000477869	0.030377516	0.000808495	0.0005124	0.017971955	0	0.000465243	0.050613478	0.011185225	0.01122394	-3.87E-05	Pathway I	Pathway I	Pathway I
IRPA-001427	0.055146799	0.490888379	0.002143972	0.115407393	0.237911186	0	0.098502271	0.221732237	0	0	0	0.000316294	0.004924129	3.33E-05	0.000429229	0.001504851	0	0.000387313	0.007595136	0.001804989	0.001196356	0.000608633	0	0.000608633	0
IRPA-001428	0.144301538	0.419413933	0	0.201267245	0.10758634	0.127430943	0	0	0	0	0	0.000819051	0.00416351	0	0.000740796	0.000673451	0.000817658	0	0.007214465	0.18808497	0.188623512	-0.000538542	Pathway I	Pathway I	Pathway I
IRPA-001429	0.118506874	0.370891248	0.055590328	0.201987253	0.107457067	0	0.145567229	0.065996077	0	0	0	0.00043628	0.00238806	0.00055454	0.000482204	0.00043628	0	0.000367394	0.004664758	0.019881741	0.019390102	0.000491638	0	0.000491638	0
IRPA-001430	0.131885245	0.413349547	0.01021859	0.22597918	0.097442085	0	0.121125354	0.317450968	0	0	0	0.000318021	0.001743227	6.68E-05	0.000353357	0.000259128	0	0.000200236	0.002940736	0.003325459	0.002609578	0.000715882	0	0.000715882	0
IRPA-001431	0.129345759	0.394433894	0	0.328778325	0.099882714	0.047559307	0	0	0	0	0	0.000421918	0.00225023	0	0.000695448	0.000359315	0.000175375	0	0.003902285	0.188743403	0.189182434	-0.000439031	Pathway I	Pathway I	Pathway I
IRPA-001432	0.097190126	0.340933424	0.082120797	0.271400066	0.085746097	0	0.12260949	0.148548607	0	0	0	0.000434783	0.00266745	0.000995439	0.000787309	0.000423032	0	0.000376028	0.00568404	0.007711964	0.007082477	0.000629487	0	0.000629487	0
IRPA-001433	0.093862812	0.367203335	0.065588847	0.289493145	0.064953028	0	0.118898834	0.233556844	0	0	0	0.000438799	0.003002309	0.000830833	0.000877598	0.000334873	0	0.000381062	0.005865475	0.002760391	0.002095525	0.000664867	2.17E-19	0.000664867	0
IRPA-001434	0.136621138	0.364542345	0	0.41514186	0.08136769	0.002326967	0	0	0	0	0	0.000125676	0.000586487	0	0.000247637	8.25E-05	2.42E-06	0	0.001044764	0.395961473	0.397180189	-0.001218716	Pathway I	Pathway I	Pathway I
IRPA-001435	0.018996276	0.032584648	0.382073302	0.058588611	0.258375409	0	0.249381755	0.292885345	0	0	0	1.41E-05	4.24E-05	0.00077085	2.83E-05	0.000212164	0	0.000127298	0.001195179	0.005438485	0.00472068	0.000717805	2.71E-20	0.000717805	0
IRPA-001436	0	0	0.419277024	0.11682062	0.206071283	0	0.257831073	0.852402727	0	0	0	0	0	0.000914458	6.10E-05	0.000182927	0	0.000142276	0.001300637	0.003292859	0.000403518	0.002889341	0	0.002889341	0
IRPA-001437	0	0	0.415224614	0.155837225	0.183264318	0	0.245673843	0.717505423	0	0	0	0	0	0.000881292	7.92E-05	0.000158311	0	0.000131926	0.001250686	0.00175723	0.000471117	0.001286113	0	0.001286113	0
IRPA-001438	0.073746279	0.042166098	0.327772183	0.341174133	0	0	0.215141306	0.194731184	0	0	0	3.74E-05	3.74E-05	0.000450215	0.00011215	0	0	7.48E-05	0.000711897	0.007400253	0.006858552	0.000541701	1.35525E-20	0.000541701	0
IRPA-001439	0.025878639	0.059186783	0.391398796	0.107859556	0.071348996	0	0.34432723	0	0	0	0	7.34E-05	0.000293595	0.003007998	0.000198377	0.000223174	0	0.000669521	0.004466063	0.053144774	0.052983099	0.000161675	Pathway I	Pathway I	Pathway I
IRPA-001440	0	0	0.365262748	0.151902355	0.387046654	0	0.095788244	0.029250697	0	0	0	0	0	0.000602862	0.00006	0.00026	0	0.00004	0.000962862	0.077497138	0.076808239	0.000688898	0	0.000688898	0
IRPA-001441	0	0	0.397787565	0.408849739	0	0	0.193362696	0.077513066	0	0	0	0	0	9.87E-05	2.43E-05	0	0	1.21E-05	0.000135085	0.0185421	0.018091139	0.000450961	6.78E-21	0.000450961	0
IRPA-001442	0	0	0.349402001	0.15289153	0.449500464	0	0.048206004	0.033079242	0	0	0	0	0	0.000544632	5.70E-05	0.000285171	0	1.90E-05	0.000905849	0.038961071	0.038564905	0.000396166	0	0.000396166	0
IRPA-001443	0.292088044	0.290448568	0	0.163787697	0.088602468	0.12169435	0.043378874	0	0	0	0	0.001086375	0.001889347	0	0.000395032	0.00036343	0.000511674	0.000110609	0.004356466	0.064870663	0.064819864	5.08E-05	Pathway I	Pathway I	Pathway I
IRPA-001444	0.284849916	0.279801215	0	0.180213034	0.125833574	0.086686999	0.042615263	0.037404915	0	0	0	0.000781563	0.001342685	0	0.000320641	0.000380762	0.00026888	8.02E-05	0.003174692	0.030713084	0.030332078	0.000381006	0	0.000381006	0
IRPA-001445	0.275684445	0.270220798	0	0.173524541	0.18875973	0.050776862	0.041033624	0.061016874	0	0	0	0.000882883	0.001513514	0	0.00036036	0.000666667	0.000183829	9.01E-05	0.003697342	0.019581937	0.019151365	0.000430572	0	0.000430572	0
IRPA-001446	0.256850972	0.277402857	0	0.205991728	0.191246788	0.037742693	0.030764963	0	0	0	0	0.000649948	0.00122768	0	0.000338012	0.000533704	0.000107966	5.34E-05	0.00291068	0.019329463	0.019394424	-6.50E-05	Pathway I	Pathway I	Pathway I
IRPA-001447	0.260710345	0.275548127	0	0.219296427	0.171928157	0.037945361	0.034571583	0.110242908	0	0	0	0.000623819	0.001153119	0	0.000340265	0.000453686	0.00010264	5.67E-05	0.002730239	0.0069484	0.006617177	0.000331223	0	0.000331223	0
IRPA-001448	0.265467019	0.275464853	0	0.212270465	0.164933919	0.0603512	0.021512543	0.254163074	0	0	0	0.000658537	0.001195122	0	0.000341463	0.00045122	0.000169243	3.66E-05	0.00285217	0.004879537	0.004199754	0.000679783	0	0.000679783	0
IRPA-001449	0.372804023	0.103349871	0.037868873	0.174213328	0.245849502	0	0.065914404	0.037494476	0	0	0	0.000612245	0.000296846	0.000168515	0.000185529	0.000445269	0	7.42E-05	0.001782615	0.035601429	0.03517806	0.00042337	1.08E-19	0.00042337	0
IRPA-001450	0.354897576	0.088777803	0.059119516	0.171028222	0.261467578	0	0.064709305	0.048315079	0	0	0	0.000647773	0.000283401	0.00029239	0.000202429	0.000526316	0	8.10E-05	0.00203328	0.032744047	0.032232888	0.00051116	0	0.00051116	0
IRPA-001451	0.388624246	0.094436988	0.034493584	0.161887404	0.250954556	0	0.069603221	0	0	0	0	0.00065098	0.000276667	0.000156562	0.000175848	0.000463598	0	7.99E-05	0.001803585	0.028293189	0.028400848	-0.000107659	Pathway I	Pathway I	Pathway I
IRPA-001452	0.078105274	0	0.343652807	0.077430054	0.313642895	0	0.18716897	0.052814429	0	0	0	0.000164127	0	0.001956725	0.00010551	0.000726846	0	0.000269637	0.003222845	0.026108925	0.025637405	0.000471521	1.08E-19	0.000471521	0
IRPA-001453	0.160432195	0	0.313560901	0.101872127	0.162587685	0	0.261547092	0.112398889	0	0	0	0.000294118	0	0.001557625	0.000121107	0.00032872	0	0.00032872	0.002630289	0.008978708	0.008556395	0.000422312	5.42101E-20	0.000422312	0
IRPA-001454	0.118478261	0	0.303758559	0.060943743	0.368587238	0	0.148232199	0	0	0	0	0.000372874	0	0.002590381	0.000124376	0.001279301	0	0.000319825	0.004686757	0.012133846	0.012131717	2.13E-06	Pathway I	Pathway I	Pathway I
IRPA-001455	0.215549946	0	0.293330441	0.075897363	0.104131035	0	0.311091215	0	0	0	0	0.000591377	0	0.002180644	0.000135029	0.000315068	0	0.000585127	0.003807245	0.08397556	0.084168644	-0.000193084	Pathway I	Pathway I	Pathway I
IRPA-001456	0.192720107	0	0.303242764	0.104018312	0.10485031	0	0.295168507	0.036966823	0	0	0	0.00039604	0	0.001688548	0.000138614	0.000237624	0	0.000415842	0.002876667	0.043875809	0.043350309	0.0005255	0	0.0005255	0
IRPA-001457	0.490910103	0	0.101535971	0.121125806	0	0	0.28642812	0.079798134	0	0	0	0.000439367	0	0.000246239	7.03E-05	0	0	0.000175747	0.000931652	0.017961142	0.01748435	0.000476792	0	0.000476792	0
IRPA-001458	0.411719245	0	0.16810937	0.092404786	0	0	0.327766599	0	0	0	0	0.000651724	0	0.00072105	9.49E-05	0	0	0.000355691	0.001823316	0.099348933	0.099721491	-0.000372558	Pathway I	Pathway I	Pathway I
