sample.id	inst.country.code	legacy.sample.code	month	year	sample.country.code	sample.postcode	sample.city	sample.site	gps	material	height	depth	m_s	V_w	c_Cl	c_NO3	c_SO4	c_Na	c_K	c_Ca	c_Mg
IRPA-007373	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	125	5to10	0.999	100	4.678	9.189	68.955	5.951	6.827	28.122	0.796
IRPA-007374	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	P	15	0to2	0.991	100	4.545	178.717	415.689	25.733	41.372	185.001	9.352
IRPA-007375	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	15	0to2	0.987	100	4.732	201.975	146.716	23.353	33.368	81.6	6.719
IRPA-007376	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	15	2to5	0.994	100	5.311	123.475	280.694	20.068	26.93	123.06	4.318
IRPA-007377	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	15	5to10	0.997	100	4.085	84.43	110.478	19.074	27.6	41.95	2.009
IRPA-007378	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	15	0to2	0.991	100	0.495	16.506	20.446	3.956	4.675	12.251	0.621
IRPA-007379	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	15	2to5	0.997	100	0.739	11.269	16.498	3.588	4.201	9.122	0.668
IRPA-007380	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	15	5to10	0.987	100	0.708	9.383	16.327	4.02	4.756	6.397	0.535
IRPA-007381	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	P	60	0to0.2	0.687	100	1.131	0	135.722	13.754	26.996	48.885	1.777
IRPA-007382	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	60	0to2	0.994	100	0.814	1.329	24.36	4.8	6.003	8.738	0.882
IRPA-007383	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	60	2to5	0.987	100	1.117	2.571	36.504	3.862	3.874	16.869	0.03
IRPA-007384	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	60	5to10	0.996	100	0.988	1.213	22.953	3.418	3.116	11.718	0.413
IRPA-007385	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	60	0to2	0.996	100	2.495	1.677	60.905	12.413	14.921	14.824	1.028
IRPA-007386	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	60	2to5	0.987	100	5.729	7.104	49.901	7.815	10.792	18.849	1.418
IRPA-007387	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	60	5to10	0.998	100	4.425	8.148	34.795	6.23	8.24	15.017	1.636
IRPA-007388	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	S	25	0to2	0.982	100	2.762	137.93	51.591	7.911	13.185	46.445	4.714
IRPA-007389	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	P	25	0to2	0.992	100	2.21	34.346	497.108	130.635	290.004	11.317	0
IRPA-007390	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	25	0to2	1	100	0.978	8.277	11.523	25.548	30.236	6.504	0
IRPA-007391	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	25	2to5	0.976	100	11.484	29.713	54.83	8.664	17.012	28.995	0
IRPA-007392	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	25	5to10	0.995	100	14.308	39.889	55.24	5.01	8.856	38.6	0.871
IRPA-007393	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	25	0to2	0.985	100	1.333	3.847	7.89	12.65	10.165	1.075	0
IRPA-007394	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	25	2to5	0.996	100	0.284	0.702	4.311	3.698	4.251	2.77	0
IRPA-007395	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	25	5to10	0.992	100	0.538	1.931	8.255	7.593	8.411	1.901	0
IRPA-007396	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	P	50	0to2	0.989	100	9.009	220.869	354.92	89.569	123.909	81.853	3.024
IRPA-007397	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	50	0to2	0.889	100	6.388	98.479	214.364	56.405	78.095	33.204	2.298
IRPA-007398	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	50	2to5	0.977	100	5.784	62.663	66.81	39.154	37.359	5.169	0.938
IRPA-007399	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	50	0to2	0.995	100	2.811	45.004	75.679	19.464	30.952	22.464	1.121
IRPA-007400	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	50	2to5	0.996	100	1.639	24.354	33.224	9.954	17.173	9.49	0.95
IRPA-007401	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	P	80	0to2	0.683	100	7.863	114.163	138.403	19.956	24.943	65.771	2.161
IRPA-007402	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	P	10	0to2	0.865	100	10.203	52.368	467.864	44.172	63.724	144.265	2.13
IRPA-007403	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	10	0to2	0.719	100	0.542	5.434	21.297	21.486	11.377	5.556	0
IRPA-007404	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	10	2to5	0.584	100	0.444	4.255	4.239	11.672	8.618	5.454	0
IRPA-007405	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	10	5to10	1.185	100	0.881	12.157	35.722	24.579	19.339	1.491	0
IRPA-007406	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	10	0to2	0.78	100	0.353	4.659	11.126	6.436	5.533	2.955	0
IRPA-007407	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	10	2to5	0.809	100	0.341	2.896	7.869	3.722	3.684	1.456	0
IRPA-007408	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	10	5to10	0.793	100	0.32	1.817	7.381	2.257	3.549	1.748	0
IRPA-007409	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	P	135	0to2	0.701	100	3.124	18.206	189.585	6.32	7.434	71.67	3.589
IRPA-007410	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	135	0to2	0.514	100	0.533	0	113.617	2.737	4.232	43.112	0.507
IRPA-007411	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	135	2to5	0.871	100	0.607	0	185.842	2.739	5.06	73.439	0
IRPA-007412	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	135	5to10	0.849	100	0.903	0	183.516	2.961	4.386	70.56	1.058
IRPA-007413	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	135	0to2	0.678	100	0.881	5.798	166.486	3.436	4.061	66.82	0.567
IRPA-007414	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	135	2to5	0.804	100	0.567	2.457	86.5	4.19	5.953	31.13	0
IRPA-007415	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	P	230	0to2	1.034	100	6.756	20.32	171.283	13.701	10.26	60.453	2.801
IRPA-007416	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	230	0to2	0.783	100	2.307	5.354	63.526	5.806	5.756	36.003	0
IRPA-007417	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	230	2to5	0.783	100	0.526	1.919	57.47	5.209	5.389	19.109	0.494
IRPA-007418	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	230	5to10	0.951	100	0.588	2.182	67.18	3.821	5.304	23.587	0.611
IRPA-007419	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	230	0to2	0.65	100	1.715	5.244	110.14	4.226	4.002	41.692	1.0912
IRPA-007420	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	230	2to5	0.831	100	0.844	2.253	165.628	2.894	3.333	66.02	0.586
IRPA-007421	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	230	5to7	0.567	100	0.508	1.633	97.663	2.688	2.466	37.252	0.432
IRPA-007422	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	P	15	0to3	0.938	100	0	4.53	219.417	3.97	3.871	106.592	0
IRPA-007423	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	P	68	0to2	0.981	100	2.683	136.297	210.433	43.651	45.907	68.7	2.084
IRPA-007424	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	68	0to2	1.038	100	0	2.845	185.294	4.636	7.343	71.159	0
IRPA-007425	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	68	2to5	0.664	100	0	2.547	110.582	3.77	5.999	40.227	0.368
IRPA-007426	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	M	68	5to10	1.15	100	0.354	3.978	92.33	4.519	8.532	31.268	0.5712
IRPA-007427	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	68	0to2	0.768	100	0.378	5.542	51.806	3.853	3.449	18.25	0.549
IRPA-007428	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	68	2to5	0.939	100	0	2.638	44.317	2.832	3.134	17.217	0.362
IRPA-007429	BE	N/A	5	2015	BE	N/A	Sint Niklaas	Broederskerk	N/A	B	68	5to10	0.762	100	0	1.371	31.128	2.7	2.491	10.959	0
IRPA-007430	BE	N/A	N/A	2015	BE	N/A	Hoegaarden 	Boederij na tweede extractie pasta	N/A	Po	N/A	N/A	20.122	200	593.228	179.741	128.977	208.578	248.266	114.633	23.763
IRPA-007431	BE	N/A	N/A	2015	BE	N/A	Hoegaarden 	Boederij na tweede extractie pasta	N/A	Po	N/A	N/A	20.114	200	653.386	128.614	72.477	190.355	375.018	77.121	15.17
IRPA-007432	BE	N/A	N/A	2015	BE	N/A	Hoegaarden 	Boederij na tweede extractie pasta	N/A	Po	N/A	N/A	20.042	200	414.206	39.592	116.542	140.94	139.085	90.62	17.332
IRPA-007433	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	M	25	0to2	1.284	100	3.058	2.557	13.55	2.274	2.051	18.374	0
IRPA-007434	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	M	25	2to5	1.236	100	1.168	2.205	3.977	3.122	3.08	3.53	0
IRPA-007435	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	M	25	5to10	0.991	100	2.374	1.215	5.12	3.971	3.383	4.882	0
IRPA-007436	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	B	25	0to2	1.427	100	3.877	8.792	12.403	4.766	4.307	7.204	0
IRPA-007437	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	B	25	2to5	1.335	100	0.95	2.364	2.589	3.678	2.964	1.648	0
IRPA-007438	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	M	135	0to2	1.293	100	0.766	1.321	37.709	3.382	4.204	13.572	0.291
IRPA-007439	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	M	135	2to5	1.341	100	0.42	0	20.701	3.37	5.041	7.83	0
IRPA-007440	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	M	135	5to10	1.167	100	0.54	0	43.329	3.565	5.325	14.661	0
IRPA-007441	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	B	135	0to2	1.183	100	0.824	0	89.615	4.279	6.358	31.596	0.535
IRPA-007442	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	B	135	2to5	1.279	100	0.962	0.801	6.655	4.503	6.357	4.15	0
IRPA-007443	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	M	195	0to2	1.33	100	0.276	0	139.354	4.763	5.045	52.369	0.448
IRPA-007444	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	M	195	2to5	1.235	100	0.51	0	19.885	5.044	4.745	6.249	0
IRPA-007445	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	M	195	5to10	1.227	100	0.451	0	15.475	5.369	4.865	5.066	0
IRPA-007446	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	B	195	0to2	1.062	100	0.987	0	32.583	4.363	2.017	10.819	0.172
IRPA-007447	BE	N/A	7	2015	BE	N/A	Koksijde	Villa Vigie	N/A	B	195	2to5	1.004	100	0.332	0	7.849	3.732	2.036	2.373	0
IRPA-007448	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	10	0to2	1.314	100	80.481	188.842	423.269	257.336	49.7	38.986	0.542
IRPA-007449	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	10	2to5	1.371	100	62.046	40.41	110.795	53.145	17.826	38.319	0.412
IRPA-007450	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	10	0to2	1.311	100	0.995	1.355	11.314	2.232	1.378	12.865	0
IRPA-007451	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	10	5to10	0.752	100	12.81	11.847	58.775	19.891	4.604	21.234	0
IRPA-007452	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	100	0to2	1.275	100	156.248	43.332	22.101	38.486	8.123	71.529	1.869
IRPA-007453	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	100	2to5	1.186	100	72.56	19.89	38.662	18.612	5.212	44.918	0
IRPA-007454	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	100	5to10	1.055	100	52.108	12.515	20.057	16.009	5.324	26.037	0
IRPA-007455	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	100	0to2	1.465	100	13.858	4.147	16.278	4.397	2.425	15.393	0
IRPA-007456	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	250	0to2	1.225	100	77.829	38.208	166.909	15.391	9.485	102.998	3.363
IRPA-007457	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	250	2to5	1.087	100	70.291	26.592	78.96	15.903	7.423	61.406	2.163
IRPA-007458	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	250	5to10	1.079	100	62.536	20.143	66.881	14.866	6.107	52.236	1.859
IRPA-007459	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	250	0to2	1.078	100	1.693	5.353	12.24	2.312	1.36	11.483	0
IRPA-007460	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	400	0to2	0.838	100	396.884	26.676	59.609	237.597	9.683	44.519	3.086
IRPA-007461	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	400	2to5	1.067	100	116.794	0	58.172	40.716	6.792	46.243	4.238
IRPA-007462	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	400	5to10	1.571	100	124.715	32.36	50.171	47.611	6.851	50.708	4.229
IRPA-007463	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	400	0to1	0.558	100	12.249	7.918	24.595	6.588	2.168	14.203	0
IRPA-007464	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	P	230	0to2	1.043	100	243.548	83.003	1445.372	129.184	30.676	637.385	4.339
IRPA-007465	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	230	0to2	0.499	100	16.586	9.031	224.862	9.511	4.555	94.774	0.963
IRPA-007466	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	230	2to5	0.454	100	25.237	9.162	163.216	15.803	5.139	68.267	0.641
IRPA-007467	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	230	0to2	0.81	100	23.346	21.253	519.644	12.86	7.194	222.89	0.595
IRPA-007468	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	230	2to5	1.012	100	12.133	9.56	285.11	7.584	5.08	119.16	0.388
IRPA-007469	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	20	0to2	1.608	100	62.055	224.122	683.046	61.546	42.19	309.241	6.526
IRPA-007470	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	20	2to5	1.146	100	21.711	62.786	260.511	25.521	17.758	107.993	1.547
IRPA-007471	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	20	0to2	0.929	100	9.8	28.81	154.266	11.363	10.466	64.893	0.85
IRPA-007472	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	20	2to5	0.762	100	8.341	18.008	22.755	7.584	4.877	13.667	0.355
IRPA-007473	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	75	0to2	1.551	100	92.608	97.607	72.522	43.924	9.734	66.754	2.511
IRPA-007474	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	75	2to5	1.439	100	75.893	74.936	45.621	38.737	9.397	46.213	1.533
IRPA-007475	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	75	0to2	0.889	100	38.087	33.465	14.722	21.882	5.545	19.254	0.73
IRPA-007476	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	75	2to5	0.846	100	2.245	2.216	13.879	2.643	1.845	11.189	0
IRPA-007477	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	130	0to2	0.745	100	31.668	13.124	50.442	9.155	4.304	36.525	0.842
IRPA-007478	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	130	2to5	0.812	100	36.626	14.271	27.462	10.631	4.342	27.417	1.18
IRPA-007479	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	130	5to10	1.082	100	41.822	16.094	53.088	11.745	5.101	40.028	1.314
IRPA-007480	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	130	0to2	0.632	100	1.168	1.406	19.676	2.019	1.019	10.852	0
IRPA-007481	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	P	125	0to2	1.144	100	183.697	62.295	85.949	134.679	11.984	34.544	1.78
IRPA-007482	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	125	0to2	1.218	100	96.827	23.749	45.406	69.936	7.757	16.85	0.814
IRPA-007483	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	125	2to5	1.058	100	89.466	18.454	32.228	64.246	6.608	11.691	0.456
IRPA-007484	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	125	5to10	1.276	100	86.134	24.5112	41.908	62.626	6.878	15.559	1.14
IRPA-007485	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	125	0to2	1.491	100	109.743	31.57	35.46	72.499	7.223	19.087	1.093
IRPA-007486	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	125	2to5	0.872	100	72.545	16.356	11.472	49.326	5.114	8.264	0.656
IRPA-007487	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	C	0	0to2	0.619	100	19.708	43.9	32.716	38.87	17.513	3.683	0
IRPA-007488	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	125	0to2	1.241	100	34.927	15.344	29.089	16.969	2.911	35.382	0
IRPA-007489	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	125	2to5	1.422	100	76.027	18.606	50.588	46.814	5.958	30.39	0.256
IRPA-007490	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	125	5to10	1.174	100	68.203	13.236	50.736	46.173	6.125	22.724	0
IRPA-007491	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	125	0to2	0.99	100	195.637	38.062	106.847	129.708	16.063	47.613	1.183
IRPA-007492	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	125	2to5	0.949	100	148.932	23.596	24.109	100.113	11.819	9.46	0.502
IRPA-007493	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	BM	125	5to10	1.049	100	182.577	28.972	24.309	122.612	13.915	11.086	0.79
IRPA-007494	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	50	0to2	1.034	100	56.737	28.018	31.148	49.735	4.185	12.032	0
IRPA-007495	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	50	2to5	0.663	100	28.306	9.443	25.717	28.843	2.995	7.996	0
IRPA-007496	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	50	5to10	0.718	100	35.264	11.292	21.82	33.237	2.703	6.397	0
IRPA-007497	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	50	0to2	0.886	100	199.987	46.468	14.025	136.75	5.999	13.516	0.565
IRPA-007498	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	50	2to5	0.755	100	126.22	29.171	3.949	82.811	5.976	7.652	0.386
IRPA-007499	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	127	0to2	0.904	100	32.855	22.656	32.043	13.69	6.633	28.079	0
IRPA-007500	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	M	127	2to5	0.756	100	9.345	5.052	10.726	8.182	2.645	7.586	0
IRPA-007501	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	127	0to2	0.707	100	14.155	6.111	110.477	13.531	3.136	44.071	0.369
IRPA-007502	BE	N/A	8	2015	BE	N/A	Mariakerke	Duinenkerk	N/A	B	127	2to5	0.61	100	13.802	5.54	19.416	13.012	3.042	6.976	0
IRPA-007503	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	18	0to2	1.001	100	0.598	0	694.453	5.092	103.038	236.801	0
IRPA-007504	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	18	2to5	0.93	100	0.896	1.83	70.44	6.66	26.751	14.569	0
IRPA-007505	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	B	18	0to2	0.966	100	1.259	5.843	394.582	58.527	155.867	39.183	0
IRPA-007506	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	B	18	2to5	0.949	100	0.248	0.713	58.933	3.268	9.846	21.058	0
IRPA-007507	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	63	0to2	0.958	100	29.022	128.089	638.932	146.183	234.307	82.03	0
IRPA-007508	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	63	2to5	1.022	100	15.563	49.956	738.538	161.356	227.174	80.838	0
IRPA-007509	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	B	63	0to2	0.922	100	6.643	24.245	273.968	85.707	56.446	26.716	0
IRPA-007510	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	B	63	2to5	0.917	100	4.952	13.109	75.703	16.416	20.341	17.525	0
IRPA-007511	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	P	73	0to2	1.041	100	15.667	58.842	445.763	124.168	125.585	44.273	1.278
IRPA-007512	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	73	0to2	0.825	100	4.513	11.716	206.682	17.944	62.406	46.783	0.544
IRPA-007513	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	73	2to5	0.941	100	3.154	7.338	220.379	13.795	28.829	72.519	0
IRPA-007514	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	73	5to10	0.874	100	2.498	5.685	184.747	11.027	21.728	64.352	0
IRPA-007515	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	B	73	0to2	0.951	100	2.283	5.916	224.221	8.69	41.915	70.509	0
IRPA-007516	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	B	73	2to5	0.956	100	0.789	1.961	111.95	2.501	4.674	44.533	0
IRPA-007517	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	P	245	0to2	0.86	100	0.497	0	145.924	2.485	3.802	60.607	0
IRPA-007518	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	245	0to2	0.963	100	0.422	0	94.708	3.009	10.047	38.847	0
IRPA-007519	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	245	2to5	0.914	100	0	0	49.244	2.036	7.335	22.747	0
IRPA-007520	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	B	245	0to2	0.815	100	0	0	47.304	1.064	3.09	21.494	0
IRPA-007521	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	B	245	2to5	0.461	100	0	0	24.949	1.313	2.457	10.897	0
IRPA-007522	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	P	180	0to2	1.014	100	6.038	13.511	1499.44	32.398	9.431	602.714	0
IRPA-007523	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	180	0to2	0.962	100	0.742	0	487.488	3.065	4.574	200.496	0
IRPA-007524	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	180	2to5	0.877	100	1.594	2.847	78.255	3.443	5.262	32.171	0
IRPA-007525	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	B	180	0to2	0.908	100	0.848	0	154.048	2.338	2.538	63.026	0
IRPA-007526	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	B	180	2to5	0.825	100	0.463	0	79.932	1.686	2.046	33.903	0
IRPA-007527	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	P	425	0to1	0.953	100	61.884	55.995	331.249	87.86	9.624	106.23	3.08
IRPA-007528	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	425	0to2	0.898	100	6.529	5.628	209.221	15.152	3.21	79.891	0.34
IRPA-007529	BE	N/A	8	2015	BE	N/A	Watervliet	OLV Hemelvaartkerk	N/A	M	425	2to5	0.67	100	4.938	4.409	66.061	10.409	2.917	27.191	0
